bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
70023,영오_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00421,-32.6,1.05,0.95,1,37.52196,126.90603
40025,여의_154,서울특별시,154.0,154kV,PQ,1,수도권,1,1.00069,-29.4277,1.05,0.95,1,37.52776,126.93026
70024,여의_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0042,-32.5099,1.05,0.95,1,37.52776,126.93026
40026,마포_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99993,-29.6948,1.05,0.95,1,37.54203,126.94657
70025,마포_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00491,-32.194,1.05,0.95,1,37.54203,126.94657
40027,상봉_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99692,-27.6853,1.05,0.95,1,37.5928,127.08046
70026,상봉_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00082,-30.61,1.05,0.95,1,37.5928,127.08046
40028,중계_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99699,-28.0282,1.05,0.95,1,37.64673,127.08231
70027,중계_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00474,-32.1199,1.05,0.95,1,37.64673,127.08231
40029,석촌_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99678,-27.9955,1.05,0.95,1,37.51375,127.10456
70028,석촌_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99961,-31.3296,1.05,0.95,1,37.51375,127.10456
40030,신당_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99866,-29.4734,1.05,0.95,1,37.56683,127.01635
70029,신당_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00199,-32.6214,1.05,0.95,1,37.56683,127.01635
40031,방산_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99868,-29.6022,1.05,0.95,1,37.56574,126.99905
70030,방산_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00173,-32.8551,1.05,0.95,1,37.56574,126.99905
40032,서대문_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99929,-29.7844,1.05,0.95,1,37.56426,126.9683
70031,서대문_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00368,-32.5186,1.05,0.95,1,37.56426,126.9683
40033,용두_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99856,-29.3314,1.05,0.95,1,37.5757,127.0392
70032,용두_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00282,-32.1181,1.05,0.95,1,37.5757,127.0392
40034,돈암_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99855,-29.6684,1.05,0.95,1,37.59088,127.01078
70033,돈암_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00143,-32.983,1.05,0.95,1,37.59088,127.01078
40035,이수_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99875,-29.2637,1.05,0.95,1,37.49907,126.99108
70034,이수_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00441,-31.4743,1.05,0.95,1,37.49907,126.99108
40036,중앙_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.9989,-29.7538,1.05,0.95,1,37.56536,126.98283
70035,중앙_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00241,-32.8297,1.05,0.95,1,37.56536,126.98283
40037,운니_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99872,-29.7452,1.05,0.95,1,37.57758,126.98901
70036,운니_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00182,-32.9766,1.05,0.95,1,37.57758,126.98901
